N,P,K,temperature,humidity,ph,rainfall
-0.30797162849917376,0.4577402255146822,-0.31640945226278794,-0.1991415156396612,-0.2512147865430511,0.4256703966331119,-0.5581674674371253
-0.23104136019773513,0.4618058403609538,0.6635921559451867,-0.518985699099952,0.08315189546861958,-0.03018785590563008,-0.12581337774673776
-0.6731341139050139,-0.33071607859495084,-0.2127379032847879,0.28592302393468944,-0.5560052851786452,0.004845957426598641,-0.03664134954062397
0.7362870413967773,0.5829048118348679,-0.010734798117972092,0.16285258569412747,0.2776473312709871,-0.05016107233789334,-0.10891739398761024
-0.37240649019436867,-0.4970727001019803,-0.28883324805527105,-0.2948023645486215,0.3026028581757567,0.5906621947670938,0.05872596909038461
0.6303931643825955,-0.29602365903895866,-0.1683653750942397,0.16402687913306724,-0.12110305844835689,0.23274500269883144,0.6252092033338132
-0.2409442597495429,0.3082673426162975,-0.18864062813394178,-0.46102592190422925,-0.22524074598085247,-0.259508688743639,0.6933316441185738
-0.2226440199332288,0.5292666618500901,0.6653191987442149,0.3485075355211679,0.12509837903899546,-0.26344186095486705,-0.1454238081189066
-0.31376684001758315,0.2473948008156531,-0.17142805543452935,-0.0752009119428063,-0.7856746195109076,-0.356606081903076,-0.2466797962821386
0.6684216491298788,-0.3193137443235441,0.04290020619215705,0.2248903425684283,0.3507473561635785,-0.1529683106514342,-0.5024063354192533
0.6949264398017858,-0.3813708553697214,-0.1778576094026355,0.26284459926492726,-0.4007697861860234,0.2788150101806356,0.18044021151673081
0.5776831784364881,-0.3257266214834241,-0.26743387488578435,-0.4819584441883377,-0.2186494396064944,-0.22032467834786593,-0.40003618926081896
-0.4467214598224184,-0.4663420326764161,-0.40161128213525016,-0.41271451305485385,0.49966574027331007,-0.03661402318570342,-0.018267894575266803
-0.23775052864581075,0.14428722761059287,-0.4691001768550114,0.37340458683581257,-0.3956039001698187,0.058536679625299216,-0.6350125447505214
-0.13053442283687086,0.6371851657665157,0.6983793020982014,-0.08554617510359883,0.20133069513767132,-0.20333180417012772,-0.0051146765312338315
-0.19043630561412417,0.6318003425126061,0.7139392219190838,0.10788437617200716,0.1330787809055833,-0.08312884981167337,-0.13635879836013315
-0.44099965919908846,-0.6153361404922927,-0.0975738086524514,-0.17590199213917762,0.6023821283537194,0.12573370558667504,0.0880078549695829
-0.45298232465070765,-0.1741264064906119,-0.14466684339362318,0.5562380548033081,-0.3004972962086179,-0.5848463457021134,-0.04258950361365906
-0.21071853588556336,0.09817783338707856,-0.16920528703214838,0.45302413624331106,-0.5336071538236928,-0.6536702973225947,0.008721368780308365
0.2222760910176788,-0.13062710872702,-0.03278197954427483,-0.029215057618207016,0.16851806391235777,-0.5830053281169143,0.7505385863335496
0.06041705582085781,0.20730356522197108,-0.31828366321380974,0.8671473752255121,-0.040272007038542335,0.0824368589982648,-0.302833750283039
-0.35630069802989905,0.05410007976510818,-0.1509371173596947,-0.32389479549854167,-0.4565492696892614,-0.7043950626063835,0.1944826525088299
0.5463236051508018,0.5058701492368967,0.06915758239412301,0.23688202283501483,0.2910098938269728,-0.5450016604009479,-0.054922476966049336
0.24048317899104624,0.062001964163197386,-0.2013318748855867,0.055441121473083874,0.35444800671381516,-0.23459326360261193,0.8450135895214976
-0.6079634474665432,-0.6509590816541201,-0.1065008549840519,-0.11085390289363958,0.38696392491548276,-0.18160996143728125,0.01668662273462209
-0.1322744913448251,-0.6197817116161148,-0.1431315854048744,0.12397680864187695,0.4218537598609309,-0.5011458656890944,0.3652525368263082
0.5158755976222303,0.09245520841139855,-0.22815522299098476,-0.6305304193692043,0.0007160353721908242,-0.44397324615976874,-0.28033592469614743
-0.47832883979456003,0.04207922848230412,-0.3236864405383504,0.2418286745128462,-0.6162350720230467,-0.34878939827067185,-0.3236929588496328
-0.36388637827540155,-0.35318561575849067,-0.16097491062064934,0.1105817205568799,0.5224857896188114,-0.43896607941208193,0.48889954645944816
-0.07146231224285547,0.5960468894934522,0.7594836965234734,-0.0513827048140454,0.1035989528375321,-0.16077295475814576,-0.15357372758522245
-0.25570531104668776,0.5760388800018589,0.6811389830944341,-0.20165586386080234,0.19598356725716765,-0.2444617659529779,-0.0027362859246123803
-0.36121436534053086,-0.2293706770334052,-0.2699665670304815,0.2486781983225641,0.4708477205997685,0.4342265601815439,-0.5214788582412533
0.16121667905260917,0.08884739866436452,-0.07338256636922186,-0.14284783815581928,0.07969382113269141,0.47403686033536174,0.8421773958910097
-0.27882106678921237,0.6208386627965872,0.7018250133668676,0.07395342173297755,0.11896669773097722,-0.07312049199628452,-0.13889214520360424
-0.4669687556990746,0.027119812242314262,-0.3036661827972428,0.19605979799979306,0.40059189250780863,0.5053502053027267,-0.48445784922523005
0.4539389445250479,-0.20296551308876273,-0.05093591493457573,-0.059827422734578674,0.3791781923350069,0.49121295077509025,0.6012523452321842
0.05639387883169633,0.012231844758039914,0.1501085067477014,-0.2554505115645319,-0.6042005047132581,0.7312865680146082,-0.09510147366463531
0.3771644024173706,-0.01953364884632741,-0.08541197755441418,0.07497147538582993,0.11415429522682141,0.4253447057413396,0.8065359262052083
0.6270548017422386,-0.5391062254567391,0.00688981129655099,0.01747573797320487,0.3227719263348391,0.15139387077261338,-0.43441001580414995
0.6265365466836021,-0.36339081168962895,-0.11078521534841507,0.029709358556028114,-0.2603400291190157,0.38666199761267783,0.4949329576460003
0.5754198892104212,-0.4750718187173937,0.06382650086746207,-0.10066054829369539,0.349611767665408,-0.08307768801491697,-0.5475966212731849
0.6405354864872201,-0.29115319923627425,-0.0011146619684498976,0.2438566280112357,0.3572813393460827,-0.14627164883795324,-0.5444551927661672
-0.17428001507245633,0.19725888823354457,-0.47350989719417236,0.21125876272385669,-0.3776249715381494,0.3685291618719195,-0.6192407912206306
0.3811027767653606,0.007258367064468462,-0.030777472419845592,0.008842861095599014,0.20926413443135028,-0.15537456964468,0.8864252962302053
0.752205804619256,-0.037924691386390964,-0.2942654271850782,-0.2942428347119938,0.30118892532080543,0.3948228199920507,-0.11391808435099944
-0.0968698822560422,0.6179113954059974,0.7030561065997811,-0.20187008181499638,0.19371693029035858,-0.17059475406400848,0.08446002122068487
0.8273079836016731,0.38372799798704,0.018775103988920964,0.032573943483298944,0.17115115639459094,-0.3676994987356977,-0.0490420003696332
-0.23700653721448664,-0.5987636206408108,-0.24161126673014635,0.46515396234733425,-0.4872500223345109,-0.2473823904112801,-0.10933976251004769
-0.17578569982922693,0.5530281734680638,0.7134801580289611,-0.1383012337472634,0.21092002458654893,-0.29938355036539693,0.03098859351598987
-0.14857535228150406,0.1485008116546982,-0.3311414365822769,0.08315366150296262,-0.26485377817662703,0.7866053969352992,-0.387824853364281
-0.2190033884567927,0.5394073314239646,0.7593779220338501,-0.15564195031720138,0.22435232591292475,-0.09923321353168464,-0.004099349846726583
0.3129226027161587,0.10837730132514378,-0.24617787329027893,-0.754258960725148,-0.059371690234912865,-0.4843907409315051,-0.15054664603834955
-0.24142646021737318,0.18277600539204814,0.22898308365710432,-0.4213559699970916,-0.7897078663011313,0.18841488326729786,-0.13854027490955007
0.6674166219864643,-0.003846003349241304,-0.20128938273204067,-0.1452637269825866,0.08238663280989267,0.6812127864716988,-0.14860308630243507
-0.2560736097210253,-0.49577623919859987,-0.03348856468136102,-0.5971418221487654,0.3472631084176205,0.4503091845743295,0.08696182580365758
-0.15537811761770515,0.4225096162418735,-0.33433093007851167,-0.48194581763789096,-0.20252471195798386,-0.046215677815973,-0.6404234341224964
-0.10462480735576273,0.2042380659234316,-0.17528756378554003,0.5962565812927333,-0.5061318220714572,-0.31389406539601933,0.45430597151770324
-0.21591503743194523,0.4692917959193922,0.565329200268935,0.5933644643433791,0.0903598965123551,-0.20820957290986433,-0.09975609015124265
0.5613340263919383,0.7593457334595538,-0.013648284805447138,0.038484541642239335,0.1853690605397589,-0.20026466364339082,0.17934103868955859
-0.39484056126928263,0.08567126488082784,-0.16892018438937137,-0.3285993722488351,-0.7845909738009166,-0.27283637756038354,0.10112914675634553
-0.6127004347391258,0.27994062615875304,-0.2751854123960435,-0.20168685513500273,-0.14021270835019262,0.4460426259000998,-0.4595793692755917
0.638343277652709,0.6993568709917197,0.08290778460880555,-0.06448756059850538,0.24171378752294173,-0.15356704261533086,-0.1018679978956929
0.1383896277772255,0.08501687661034978,-0.3719240730366792,0.3499154831962468,-0.14037184590680343,0.7023383877182588,-0.44706667751519885
-0.33961040249784874,0.2599754427409817,-0.5276428540302125,0.45503773922163987,-0.28771644439414706,0.031942260997029286,-0.49780534122222697
-0.4101491005484293,0.1172706892189653,-0.21099558487881848,-0.28151269896739456,-0.7912513372111528,-0.2588733183719964,0.034098249922763536
-0.3199522966961134,0.15983721914445595,-0.22250604262639076,-0.48646990538929924,-0.36357149812271716,-0.39866543390015824,0.5429570157262177
-0.6778917212090245,-0.37301719946951345,-0.19094905806182466,0.17088747618875405,-0.5031065074636986,-0.27241669166355476,-0.0912682813144319
0.5491005833853955,-0.13421733658799176,-0.11091663404393298,-0.017581520796730095,0.09515499502793137,0.46947963117711167,0.6621155859326378
0.20428115138508646,-0.05716326998862964,-0.0359791646282144,-0.3237836217058681,0.15719147939205474,-0.2796405629755043,0.8636916302280332
0.5320147931955894,-0.608886140113698,-0.020603837445800303,-0.09317445188957824,0.305723807193983,-0.0787630773616454,-0.48727945057781774
-0.23541669358481704,-0.33756689656396277,-0.26779349128977126,0.24528269287330542,-0.6790297750526855,-0.4630797666053382,-0.15240180995666344
0.44157552151201845,-0.1818246760709822,-0.039829243119632964,-0.016227438694499528,0.3740604187519177,0.22469350535490532,0.7613755836467767
0.46409194146001964,-0.4612859586897314,0.050992269578148626,0.29118255454027436,0.39101660868939164,0.11244914266346792,-0.56471908468329
-0.6271505317137107,-0.2601067378447746,-0.13052970638914146,0.47773998236683274,-0.5201836040688054,-0.11837879600686342,-0.09564872822477148
-0.29576154785471837,0.6111207987930976,0.6564910887639782,-0.12894984903655485,0.19162560719302082,-0.2324586153575045,0.026277018742264322
-0.09535215260512758,0.249171319253304,-0.18541130044416776,-0.4236499917382578,-0.7589174920642686,-0.3449450026647738,-0.14149961200792496
-0.11225275453947606,-0.432940659366562,-0.2570454697027551,-0.33080990327858073,0.3434085403939518,0.7112345457340596,0.0258869523624173
-0.20595457318882845,0.1280317036556684,-0.14765807109320672,0.6948471660022587,-0.46933990827391714,-0.330782624097963,0.3269220284373543
-0.13232204467622924,0.14896262821994574,-0.186572633091212,-0.5671569490932913,-0.7193711669937355,-0.2624405418694046,-0.13211640944437722
-0.07353984086808998,0.11593209196305158,-0.008156318437155561,0.9210428798213939,0.32454589827691976,0.16545152488109613,-0.00780273568558702
0.4561075423030999,-0.11951231089501611,-0.07557726223613753,-0.24226949520955593,0.19995350023556166,0.0776322107439016,0.816864813859134
0.6822552580124002,-0.296452158309439,-0.14363876074079113,0.10440814594826306,-0.4525419387613967,0.41074262468285494,0.20397797957456135
-0.08467767360267026,0.16738872335950566,0.1687600886066664,-0.5026395268583681,-0.7251276771885082,0.3891169697474294,-0.08038707015532541
-0.5258608562126494,-0.4912727035225559,-0.14038953952954897,0.16542004792664905,0.43050800255856936,-0.45926732090814415,0.19693872978784824
-0.09411648336431766,0.28580599407996576,-0.6209437869989142,0.35232846796796347,-0.19232501274831254,0.2431777864211974,-0.5510228117025097
-0.13343686581769945,0.047590846453038634,-0.15472523006714928,0.2034984618220911,-0.18493765916907173,0.8440395084812864,-0.40984578042853625
-0.19858989659977289,-0.08057133593204394,-0.01772386564108618,0.2958667541460318,0.4218799594272808,0.19967264224949635,0.8052125042143758
-0.2062301896652149,0.3003919730144956,-0.35660875025611516,0.07437790320031473,-0.0747458268600928,0.620925983305845,-0.5859998999983488
0.5381669097485174,-0.3092612715191793,-0.1500447884114494,0.0019680394971629054,-0.1965191156897972,-0.1360722633915171,0.7314923839556925
-0.2651146546050329,-0.4714127673240055,-0.10253099238945407,0.1908657100250816,0.37571700566666494,-0.3559717149626996,0.6266280945291409
-0.23936985796356752,0.5247489979944687,0.7648664466326588,-0.1516369074375877,0.23519119206197137,-0.03324323526521462,0.053908420549739905
-0.6262401048912463,-0.3728840758566561,-0.11191638867342503,-0.15020879422034938,0.45811435910309956,-0.47292270524746227,0.012968651760081128
0.5836037643636449,-0.5225740547075749,0.013025324578622753,0.13917336694966378,0.32523433028253557,-0.03204773389600653,-0.5098820369226442
0.711405281502928,0.4430541787070582,-0.0012789501855319544,0.06712272994661336,0.1927773865804524,-0.5041649695387864,-0.04186867927288965
-0.13343686581769945,0.047590846453038634,-0.15472523006714928,0.2034984618220911,-0.18493765916907173,0.8440395084812864,-0.40984578042853625
-0.13721186040132588,0.18852911999876343,-0.17084278825824278,-0.43439968739666,-0.7821476820608382,-0.31396609310595197,-0.1319455395008677
-0.328382351156057,0.18916976525575685,-0.2549302474159901,-0.7363441319191782,-0.14146040110035576,-0.10782236659488252,-0.46642363992975444
-0.22334643617968405,0.1978058655406389,-0.17383831417471501,-0.39320827181785367,-0.7812377626748866,-0.22959053168555343,-0.25122191471594474
0.07045262332305066,0.17612915559612705,0.24718134765423733,-0.34218042439538715,-0.8606784553957432,-0.10758061439968426,-0.1829969802245594
0.762551461524282,0.34591951568882706,0.055652340551829424,0.0773578197243926,0.24998217460887026,-0.4488030805870102,0.16080500348188895
-0.29599510028251763,-0.2452934145073187,-0.12410338613497181,0.27010505570991106,0.309982281122063,-0.28778107597752456,0.7648219972892016
0.6649013333062532,-0.4003474913080974,0.019895200318687033,0.1663173114861705,0.3200522769751545,0.03542164672025687,-0.5156381318539341
-0.33840376984602694,0.26261338623675334,-0.3516340733066258,0.4544295105535562,-0.12910023246254448,0.05574585303961385,-0.6830738804830057
-0.14837497846812647,0.026782874832521106,-0.14938022439609944,0.2331807377412465,-0.10799795638024368,0.9247264541807951,-0.1838403161496744
0.7872924056424446,0.5643436626086334,0.043874142387284445,0.06506202514221114,0.11051899197749689,-0.1649732036352558,0.1268790191480777
0.4793005330567952,-0.10546736776502241,-0.057366283240338684,-0.2736877236476914,0.2542905251293597,0.08273395414585422,0.7806684280030477
0.6550007227708449,-0.18327699618932766,-0.2524740056825492,-0.30862064653521437,0.28721211024656723,0.5366463847738466,-0.08895858733791051
